,product_name,prices,processor brand,processor name,ram,graphic card,operating system
723,"HP HP Spectre Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-ea0538TU Thin and Light Laptop  (13.5 inch, Poseidon Blue, 1.34 Kg, With MS Office)","₹1,14,949",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10 Home
724,"Lenovo Ryzen 7 Dual Core - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home) 15ACH6 Laptop  (14 inch, Black)","₹80,490",AMD,Ryzen 7 Dual Core,16 GB,AMD Radeon,Windows 11 Home
725,"HP 14s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s- DY2501TU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 kg, With MS Office)","₹42,590",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
726,"DELL DELL INSPIRON 3515 2021 SERIES Ryzen 3 Dual Core AMD RYZEN 3 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3515 Laptop  (15.6 inch, Carbon Silver, With MS Office)","₹43,990",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon Vega 8,Windows 10
727,"ASUS Zephyrus M16 (2021) Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060) GU603HM-K8073TS Gaming Laptop  (16 inch, Off Black, 1.90 kg, With MS Office)","₹1,57,199",Intel,Core i7,16 GB,NVIDIA GeForce RTX RTX 3060,Windows 10 Home
728,"ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and Light Laptop  (14 inch, Star Black, 0.995 kg)","₹1,67,990",Intel,Core i7,16 GB,Intel Integrated UHD,Windows 10 Pro
729,"ASUS Vivobook Pro Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/90 Hz) M7400QE-KM046TS Gaming Laptop  (14 Inch, Black, 1.45 kg, With MS Office)","₹1,16,990",AMD,Ryzen 9 Octa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
730,"Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15IMH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg)","₹74,949",Intel,Core i5,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
731,"DELL Inspiron 5000 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home/4 GB Graphics) 5370 Thin and Light Laptop  (13.3 inch, Silver, 1.3 kg, With MS Office)","₹87,990",Intel,Core i7,8 GB,AMD Radeon 530,Windows 10 Home
732,"ASUS ASUS TUF Dash Series Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/240 Hz) FX516PM-AZ154TS Gaming Laptop  (15.6 inch, Moon Light White, 2. Kg, With MS Office)","₹1,31,450",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3060,Windows 10 Home
733,"ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10) K513EA- BQ302TS K513EA, Laptop  (15.6 inch, 2k- Indie Black_Amet, With MS Office)","₹44,750",Intel,Core i3,4 GB,Intel Integrated,Windows 10
734,"Lenovo Core i3 10th Gen - (4 GB/1 TB HDD/DOS) V15 IIL Laptop  (15 inch, Iron Grey, 1.85 kg)","₹38,999",Intel,Core i3,4 GB,Intel Integrated UHD,DOS
735,"Lenovo ThinkPad x390 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ThinkPad X390 Thin and Light Laptop  (13.3 inch, Black, 1.29 kg)","₹1,62,299",Intel,Core i7,8 GB,Intel Integrated UHD,Windows 10 Pro
736,"Lenovo ThinkPad Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) X13 Thin and Light Laptop  (13.3 Inch, Black, 1.29 KG)","₹1,74,527",Intel,Core i7,16 GB,Intel Integrated UHD,Windows 10 Pro
737,"HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-dv0084TX Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","₹74,990",Intel,Core i5,16 GB,NVIDIA GeForce MX450,Windows 10 Home
738,"acer Aspire 5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G Thin and Light Laptop  (15.6 inch, Pure Silver, 1.8 kg)","₹61,990",Intel,Core i5,8 GB,NVIDIA GeForce MX150,Windows 10 Home
739,"ASUS ZenBook Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX325EA-KG511WS Thin and Light Laptop  (13.3 Inch, Lilac Mist, 1.14 Kg, With MS Office)","₹84,990",Intel,Core i5,16 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
740,"Lenovo Ideapad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Laptop  (15.6 inch, Platinum Grey, 1.85 kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 11 Home
741,"Lenovo Legion Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) Y520 Gaming Laptop  (15.6 inch, Black, 2.4 kg)","₹77,840",Intel,Core i7,8 GB,NVIDIA GeForce GTX 1050,Windows 10 Home
742,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
743,"ASUS ZenBook S Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX391UA-ET012T Thin and Light Laptop  (13.3 inch, Deep Dive Blue, 1.05 kg)","₹99,990",Intel,Core i7,16 GB,Intel Integrated UHD620,Windows 10 Home
744,"HP 15s Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-DU1066TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.76 KG, With MS Office)","₹41,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
745,"DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)","₹43,000",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
746,"Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) 20S0S1MC00 Business Laptop  (12 inch, Black)","₹1,62,399",Intel,Core i7,16 GB,NVIDIA GeForce GTX 2 GB MX330,Windows 10
747,"HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 13-ap0121TU 2 in 1 Laptop  (13.3 inch, Poseidon Blue, 1.32 kg, With MS Office)","₹1,36,590",Intel,Core i5,8 GB,Intel Integrated UHD 620,Windows 10 Pro
748,"LG Gram Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Gram 14Z90P-G.AJ61A2 Thin and Light Laptop  (14 inch, Snow White, 0.99 kg)","₹76,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home
749,"ASUS Pro P5 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop  (14 inch, Grey, 1.26 kg)","₹98,912",Intel,Core i7,8 GB,Intel Integrated UHD 620,Windows 10 Pro
750,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop  (14 Inch, Platinum Silver, 1.56 KG, With MS Office)","₹82,940",Intel,Core i5,16 GB,NVIDIA GeForce MX350,Windows 10
751,"DELL INSPIRON 3511 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 3511 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)","₹46,690",Intel,Core i3,8 GB,Intel Integrated,Windows 10 Home
752,"ASUS Zenbook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX363EA-HP502WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.30 kg, With MS Office)","₹84,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
753,"Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop  (14 inch, Grey, Black, 1.25 kg)","₹1,19,990",Intel,Core i7,16 GB,Intel Integrated Iris Plus,Windows 10 Home
754,"ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) UX482EGR-KA521WS Thin and Light Laptop  (14 inch, Celestial Blue, 1.62 kg, With MS Office)","₹1,14,990",Intel,Core i5,16 GB,NVIDIA GeForce MX450,Windows 11 Home
755,"Lenovo V15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 G2 ITL Thin and Light Laptop  (15.6 inch, Iron Grey)","₹43,990",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10 Home
756,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 Kg, With MS Office)","₹48,900",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
757,"ASUS AMD Rhyzen 5 5600U Ryzen 5 Octa Core 1115G4 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UM325SA-KG512S Laptop  (13.3 inch, Pine Grey, 1.80 kg, With MS Office)","₹80,990",AMD,Ryzen 5 Octa Core,16 GB,AMD Radeon WEGA 8,Windows 10 Home
758,"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-DQ2100TU Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)","₹44,376",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
759,"MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GS65 8RE-084IN Gaming Laptop  (15.6 inch, Black, 1.8 kg)","₹1,49,940",Intel,Core i7,16 GB,NVIDIA GeForce GTX 1060,Windows 10 Home
760,"ASUS ZenBook Pro 15 Core i7 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2014T Laptop  (15.6 inch, Deep Dive Blue, 1.88 kg)","₹1,75,190",Intel,Core i7,16 GB,NVIDIA GeForce GTX 1050Ti,Windows 10 Home
761,"Lenovo Ideapad 330 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 330-15IKB Laptop  (15.6 inch, Onyx Black, 2.2 kg)","₹46,990",Intel,Core i5,8 GB,NVIDIA GeForce MX150,Windows 10 Home
762,"ASUS ZenBook Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX325EA-KG722WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.14 Kg, With MS Office)","₹94,990",Intel,Core i7,16 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
763,"Lenovo Ideapad 330 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 330-15IKB Laptop  (15.6 inch, Onyx Black, 2.2 kg)","₹46,990",Intel,Core i5,8 GB,NVIDIA GeForce MX150,Windows 10 Home
764,"Lenovo Yoga C640 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) C640-13IML 2 in 1 Laptop  (13.6 inch, Iron Grey, 1.35 kg, With MS Office)","₹65,940",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
765,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 Kg, With MS Office)","₹48,900",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
766,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
767,"ASUS ZenBook Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX325EA-KG511WS Thin and Light Laptop  (13.3 Inch, Lilac Mist, 1.14 Kg, With MS Office)","₹84,990",Intel,Core i5,16 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
768,"ASUS Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX363EA-HP702WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.30 Kg, With MS Office)","₹1,09,990",Intel,Core i7,16 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
769,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop  (14 Inch, Platinum Silver, 1.56 KG, With MS Office)","₹82,940",Intel,Core i5,16 GB,NVIDIA GeForce MX350,Windows 10
770,"Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop  (14 inch, Grey, Black, 1.25 kg)","₹1,19,990",Intel,Core i7,16 GB,Intel Integrated Iris Plus,Windows 10 Home
771,"Lenovo Ideapad 720S Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Laptop  (13.3 inch, Platinum, 1.14 kg, With MS Office)","₹86,000",Intel,Core i7,8 GB,Intel Integrated UHD 620,Windows 10 Home
772,"Lenovo V15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 G2 ITL Thin and Light Laptop  (15.6 inch, Iron Grey)","₹43,990",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10 Home
773,"MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GS65 8RE-084IN Gaming Laptop  (15.6 inch, Black, 1.8 kg)","₹1,49,940",Intel,Core i7,16 GB,NVIDIA GeForce GTX 1060,Windows 10 Home
774,"DELL INSPIRON 3511 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 3511 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)","₹46,690",Intel,Core i3,8 GB,Intel Integrated,Windows 10 Home
775,"ASUS Zenbook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX363EA-HP502WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.30 kg, With MS Office)","₹84,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
776,"ASUS ZenBook Pro 15 Core i7 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2014T Laptop  (15.6 inch, Deep Dive Blue, 1.88 kg)","₹1,75,190",Intel,Core i7,16 GB,NVIDIA GeForce GTX 1050Ti,Windows 10 Home
777,"HP Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) PROBOOK 440 G8 Business Laptop  (14 inch, Grey)","₹1,19,599",Intel,Core i7,8 GB,Intel Integrated INTEL,Windows 10 Pro
778,"ASUS AMD Rhyzen 5 5600U Ryzen 5 Octa Core 1115G4 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UM325SA-KG512S Laptop  (13.3 inch, Pine Grey, 1.80 kg, With MS Office)","₹80,990",AMD,Ryzen 5 Octa Core,16 GB,AMD Radeon WEGA 8,Windows 10 Home
779,"ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P2451FB Thin and Light Laptop  (14 inch, Star Black, 1.60 kg)","₹83,990",Intel,Core i5,8 GB,NVIDIA GeForce MX110,Windows 10 Pro
780,"ASUS ExpertBook B9 Intel EVO Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and Light Laptop  (14 inch, Star Black, 0.995 kg)","₹1,65,990",Intel,Core i7,16 GB,Intel Integrated UHD,Windows 10 Pro
781,"ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and Light Laptop  (14 inch, Star Black, 0.995 kg)","₹84,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
782,"ASUS Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M7400QC-KM053WS Thin and Light Laptop  (14 inch, Black, 1.45 kg, With MS Office)","₹1,42,990",AMD,Ryzen 9 Octa Core,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home
783,"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Accent Black, 1.85 kg, With MS Office)","₹42,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10
784,"Lenovo Yoga Slim 7 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Yoga Slim 7 14ITL05a Thin and Light Laptop  (14 Inches, Slate Grey, 1.36 KG, With MS Office)","₹91,999",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10 Home
785,"Lenovo APU Dual Core A9 A99425 - (4 GB/1 TB HDD/DOS) E41-45 Notebook  (14 inch, Black, 2.2 Kg)","₹21,896",AMD,APU Dual Core A9,4 GB,AMD Radeon,DOS
786,"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-DQ2100TU Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)","₹44,376",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
787,"Lenovo ThinkPad Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) X13 Thin and Light Laptop  (13.3 Inch, Black, 1.29 KG)","₹1,74,527",Intel,Core i7,16 GB,Intel Integrated UHD,Windows 10 Pro
788,"Lenovo Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 82BH004HIN Laptop  (14 inch, Slate Grey, With MS Office)","₹1,02,990",Intel,Core i7,16 GB,Intel Integrated Integrated Intel Iris Xe Graphics,Windows 10 Home
789,"ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin and Light Laptop  (14 inch, Star Black, 1.60 kg)","₹58,799",Intel,Core i5,8 GB,NVIDIA GeForce MX110,DOS
790,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
791,"MSI Prestige 14 EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14 Evo A11M-436IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.29 kg)","₹79,990",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10 Home
792,"Lenovo B50-70 Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8/ 2GB Graph) (59-427747)  (15.6 inch, Black, 2.32 kg)","₹52,490",Intel,Core i5,8 GB,AMD Radeon R5,Windows 8 Pro
793,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop  (14 Inch, Silver, 1.56 KG, With MS Office)","₹78,850",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10
794,"ASUS Pro P5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop  (14 inch, Grey, 1.22 kg)","₹85,990",Intel,Core i5,8 GB,Intel Integrated UHD 620,Windows 10 Pro
795,"Lenovo Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15ACH6 Laptop  (15.6 inch, Phantom Blue, 2.4 Kg, With MS Office)","₹1,07,998",AMD,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home
796,"DELL Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)","₹41,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
797,"DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3510 Notebook  (15.6 Inch, Black, 1.8 Kgs, With MS Office)","₹41,790",Intel,Core i3,8 GB,Intel Integrated UHD Graphics,Windows 11 Home
798,"ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P2451FB Thin and Light Laptop  (14 inch, Star Black, 1.60 kg)","₹86,990",Intel,Core i5,8 GB,NVIDIA GeForce MX110,Windows 10 Pro
799,"ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and Light Laptop  (14 inch, Star Black, 0.995 kg)","₹1,32,790",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Pro
800,"Lenovo Ideapad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14itl05 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)","₹57,949",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
801,"ASUS Vivo Book Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515FA-BR301T Laptop  (15.6 inch, Slate Grey, 1.80 kg)","₹38,000",Intel,Core i3,4 GB,Intel Integrated DDR4,Windows 10 Home
802,"ASUS VivoBook Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EP-BQ513TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.8 KG, With MS Office)","₹68,900",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
803,"HP 15s Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0132AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹68,500",AMD,Ryzen 7 Quad Core,8 GB,AMD Radeon RX Vega 10,Windows 10 Home
804,"DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) G15-5510 / inspiron 5510 Gaming Laptop  (15.6 inches, Dark Shadow Grey, 2.4 kg, With MS Office)","₹75,450",Intel,Core i5,16 GB,NVIDIA GeForce GTX 1650,Windows 10
805,"Lenovo Yoga Slim 7 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Yoga Slim 7 14ITL05a Thin and Light Laptop  (14 Inches, Slate Grey, 1.36 KG, With MS Office)","₹91,999",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10 Home
806,"HP APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/DOS) 245 G7 Laptop  (14 inch, Grey, 2.1 kg)","₹20,900",AMD,APU Dual Core A6,4 GB,AMD Radeon R4,DOS
807,"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-EQ2040AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹51,890",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon,Windows 10 Home
808,"ASUS Ryzen 5 Hexa Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) KM513UA-BQ512TS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)","₹75,100",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon Intel HD Graphics 5500,Windows 10 Home
809,"Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) ThinkPad X1 Carbon Thin and Light Laptop  (14 inch, Black, 1.09 kg)","₹2,11,753",Intel,Core i7,16 GB,Intel Integrated UHD,Windows 10 Pro
810,"Lenovo Core i5 10th Gen - (4 GB/1 TB HDD/DOS) V14 IIL Laptop  (14 inch, Grey)","₹49,999",Intel,Core i5,4 GB,NA INTEGRATED_GRAPHICS,DOS
811,"DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) G15-5510 / inspiron 5510 Gaming Laptop  (15.6 inches, Dark Shadow Grey, 2.4 kg, With MS Office)","₹75,450",Intel,Core i5,16 GB,NVIDIA GeForce GTX 1650,Windows 10
812,"Lenovo Yoga Slim 7 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Yoga Slim 7 14ITL05a Thin and Light Laptop  (14 Inches, Slate Grey, 1.36 KG, With MS Office)","₹91,999",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10 Home
813,"HP APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/DOS) 245 G7 Laptop  (14 inch, Grey, 2.1 kg)","₹20,900",AMD,APU Dual Core A6,4 GB,AMD Radeon R4,DOS
814,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
815,"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-EQ2040AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹51,890",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon,Windows 10 Home
816,"ASUS Ryzen 5 Hexa Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) KM513UA-BQ512TS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)","₹75,100",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon Intel HD Graphics 5500,Windows 10 Home
817,"Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) ThinkPad X1 Carbon Thin and Light Laptop  (14 inch, Black, 1.09 kg)","₹2,11,753",Intel,Core i7,16 GB,Intel Integrated UHD,Windows 10 Pro
818,"Lenovo Core i5 10th Gen - (4 GB/1 TB HDD/DOS) V14 IIL Laptop  (14 inch, Grey)","₹49,999",Intel,Core i5,4 GB,NA INTEGRATED_GRAPHICS,DOS
819,"Avita PURA APU Dual Core A6 - (4 GB/128 GB SSD/Windows 10 Home) NS14A6ING431-IBB Thin and Light Laptop  (14 inches, Ink Black, 1.34 kg)","₹21,490",AMD,APU Dual Core A6,4 GB,AMD Radeon R4,Windows 10 Home
820,"HP Pavilion 15-CS Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-cs1000tx Laptop  (15.6 inch, Silver, 1.85 kg, With MS Office)","₹64,990",Intel,Core i5,8 GB,NVIDIA GeForce MX130,Windows 10 Home
821,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 inch, Carbon Black, 1.8 kg, With MS Office)","₹37,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
